AreaM2,Type,Location,DurationDays,MaterialQuantity,LaborHours
1111.618,Remodelacion,Medellin,423,1224.488,306.623
2017.013,Remodelacion,Medellin,260,2116.696,535.453
3780.917,Remodelacion,Bogota,65,3968.075,844.116
887.491,Industrial,Medellin,129,1381.625,200.345
1430.226,Residencial,Bogota,252,1833.495,282.382
854.72,Industrial,Bogota,331,1751.551,253.632
2851.448,Industrial,Bogota,232,5466.412,825.978
637.862,Comercial,Rural,195,864.272,121.632
2896.588,Remodelacion,Medellin,271,3028.563,710.518
1594.686,Residencial,Barranquilla,89,1737.251,295.559
2090.841,Remodelacion,Barranquilla,127,1919.077,451.786
3168.429,Comercial,Medellin,247,4941.872,649.706
1054.692,Remodelacion,Bogota,303,1170.821,300.898
1070.552,Remodelacion,Barranquilla,325,1195.506,249.028
3141.842,Industrial,Cali,320,5425.379,848.719
3638.535,Industrial,Bogota,124,6829.145,975.115
3810.549,Remodelacion,Rural,150,3456.615,729.142
1114.875,Residencial,Medellin,102,1248.514,205.713
1615.613,Remodelacion,Rural,389,1770.945,374.178
559.729,Remodelacion,Medellin,200,582.596,136.178
206.834,Residencial,Rural,298,241.551,40.161
466.139,Residencial,Rural,234,530.334,76.636
3701.658,Remodelacion,Medellin,223,3870.803,893.952
53.322,Industrial,Medellin,42,79.778,12.456
2810.912,Residencial,Barranquilla,230,3121.82,486.742
1732.651,Industrial,Cali,154,2683.521,411.769
1053.92,Industrial,Barranquilla,274,1675.961,252.02
2615.214,Remodelacion,Bogota,379,3444.86,780.735
739.84,Industrial,Cali,321,1300.622,207.608
1180.827,Remodelacion,Rural,240,1189.331,249.317
660.078,Industrial,Rural,351,1016.899,147.957
2810.122,Industrial,Barranquilla,445,5022.099,803.902
3651.921,Comercial,Cali,69,4899.916,680.537
1582.825,Remodelacion,Medellin,369,1771.336,400.252
2511.091,Remodelacion,Bogota,305,2752.239,632.992
2300.519,Remodelacion,Barranquilla,95,2094.129,475.154
1326.825,Remodelacion,Rural,24,1016.966,236.059
717.363,Comercial,Cali,360,1218.07,176.687
1277.131,Residencial,Cali,277,1486.336,276.507
1028.419,Comercial,Medellin,263,1542.906,219.29
3738.676,Residencial,Barranquilla,247,4380.572,698.8
3846.227,Industrial,Bogota,72,6804.441,966.818
1733.417,Comercial,Rural,471,2789.449,342.878
3604.164,Remodelacion,Bogota,127,3724.253,925.025
2601.543,Residencial,Barranquilla,376,3589.202,582.297
226.641,Remodelacion,Rural,308,208.153,44.864
2490.283,Industrial,Rural,64,3617.986,569.279
3523.966,Residencial,Medellin,79,3784.151,673.674
636.457,Comercial,Rural,178,869.587,112.715
975.552,Industrial,Barranquilla,389,1879.005,251.675
2883.827,Residencial,Rural,47,2634.673,501.089
2560.206,Remodelacion,Medellin,402,2958.561,725.876
532.15,Remodelacion,Bogota,35,520.672,112.004
1713.302,Industrial,Rural,470,3103.973,455.063
773.9,Industrial,Bogota,304,1490.002,217.078
952.425,Remodelacion,Rural,277,903.378,209.804
677.833,Remodelacion,Bogota,210,760.962,165.425
1645.879,Comercial,Rural,434,2445.542,376.375
459.682,Residencial,Medellin,325,600.065,93.245
1874.176,Industrial,Cali,106,3110.853,425.283
3286.632,Residencial,Cali,446,4579.69,712.896
347.815,Industrial,Cali,255,634.171,88.759
3894.848,Residencial,Bogota,271,5409,813.84
2964.045,Comercial,Cali,175,4343.164,570.475
147.938,Industrial,Cali,251,237.55,38.471
158.555,Remodelacion,Rural,375,164.757,35.872
3691.016,Comercial,Barranquilla,185,5602.443,770.386
1631.803,Industrial,Medellin,394,3258.042,449.548
1229.933,Remodelacion,Bogota,138,1310.186,303.646
3518.279,Comercial,Cali,122,5289.403,635.715
485.912,Industrial,Cali,380,896.848,141.83
2361.857,Residencial,Cali,274,2995.485,427.48
2356.78,Comercial,Cali,402,4218.842,590.67
3416.023,Residencial,Rural,48,3195.963,506.376
1918.046,Remodelacion,Cali,184,2039.251,398.355
3872.642,Industrial,Cali,335,6702.801,971.523
753.509,Industrial,Bogota,220,1342.521,206.832
3822.412,Industrial,Medellin,52,6159.172,820.142
529.604,Residencial,Cali,290,651.135,109.075
656.05,Residencial,Medellin,155,762.956,130.994
1516.777,Residencial,Medellin,159,1849.031,316.235
2071.355,Remodelacion,Bogota,120,2250.82,479.239
3223.959,Comercial,Rural,198,4095.298,606.71
3540.895,Comercial,Bogota,228,5666.708,885.004
2285.621,Comercial,Medellin,432,4056.219,523.065
3485.655,Remodelacion,Medellin,206,3413.785,907.159
755.857,Industrial,Bogota,189,1393.872,215.529
3743.115,Remodelacion,Medellin,124,3910.698,922.916
2798.451,Remodelacion,Rural,444,2933.656,711.821
2439.468,Remodelacion,Rural,232,2383.057,484.749
2405.953,Industrial,Medellin,452,4694.867,736.663
68.022,Comercial,Medellin,474,117.133,16.772
1183.784,Industrial,Rural,171,1771.917,252.761
1807.787,Comercial,Cali,191,2542.384,393.974
1025.545,Remodelacion,Cali,205,1089.016,216.874
50.31,Industrial,Rural,460,92.731,14.062
1621.506,Remodelacion,Cali,312,1673.989,381.995
2416.522,Industrial,Cali,244,4219.455,656.915
266.396,Comercial,Cali,327,394.027,58.097
2457.647,Residencial,Cali,301,3200.462,481.153
1168.859,Industrial,Barranquilla,117,1948.849,268.445
2177.752,Comercial,Barranquilla,437,3893.752,505.036
3076.843,Remodelacion,Bogota,116,3398.933,735.799
812.434,Remodelacion,Medellin,288,877.059,201.782
2971.386,Comercial,Barranquilla,259,4378.869,632.059
2108.115,Remodelacion,Medellin,93,2014.324,478.745
3147.357,Comercial,Barranquilla,55,4469.352,567.862
614.371,Residencial,Medellin,423,919.44,127.523
1121,Comercial,Cali,446,1895.746,287.711
371.117,Industrial,Medellin,55,580.445,89.876
3128.492,Residencial,Rural,113,3152.181,478.137
911.24,Industrial,Cali,253,1547.661,225.373
3076.703,Residencial,Rural,26,2947.144,451.663
728.488,Remodelacion,Cali,250,728.117,185.136
403.662,Industrial,Medellin,191,646.435,105.661
1448.079,Industrial,Rural,54,1935.458,324.95
1278.985,Remodelacion,Barranquilla,114,1229.257,260.249
2980.201,Remodelacion,Rural,51,2358.167,544.751
494.15,Residencial,Medellin,49,588.008,90.995
884.977,Comercial,Barranquilla,39,1087.312,174.19
3086.607,Remodelacion,Cali,394,3301.024,809.636
1878.26,Industrial,Rural,427,3364.858,474.201
1723.673,Remodelacion,Medellin,84,1746.775,379.055
3873.818,Residencial,Cali,54,4021.97,607.644
1547.588,Comercial,Rural,162,2168.727,260.478
639.006,Comercial,Rural,471,1003.714,148.267
3052.93,Remodelacion,Barranquilla,138,2955.982,652.597
1926.831,Residencial,Medellin,375,2696.789,451.192
1628.7,Residencial,Cali,156,1754.119,275.856
1421.929,Industrial,Cali,262,2431.052,387.748
3661.548,Residencial,Rural,388,4609.029,688.551
2648.614,Comercial,Cali,202,3864.238,588.474
3456.063,Industrial,Cali,466,6811.084,882.796
2556.668,Industrial,Barranquilla,419,5053.741,730.958
2016.625,Remodelacion,Bogota,364,2535.912,578.689
905.575,Residencial,Cali,368,1159.666,185.33
2554.918,Industrial,Cali,452,4616.511,671.839
1623.497,Residencial,Barranquilla,337,2032.556,315.253
2667.726,Comercial,Bogota,278,4884.288,681.895
846.807,Residencial,Medellin,40,910.832,163.285
948.34,Remodelacion,Rural,384,925.419,201.323
1353.321,Residencial,Medellin,466,1896.587,330.579
2150.822,Industrial,Cali,231,3630.05,581.681
406.213,Remodelacion,Cali,403,431.769,97.464
2580.455,Industrial,Medellin,330,4862.146,678.032
842.342,Industrial,Medellin,303,1601.246,213.931
1540.584,Industrial,Rural,271,2389.727,347.398
3993.418,Industrial,Bogota,101,6372.207,964.909
1332.904,Industrial,Cali,177,2343.697,323.291
1836.047,Comercial,Rural,278,2467.31,365.532
3223.231,Industrial,Cali,50,5069.114,763.198
2205.24,Remodelacion,Rural,154,1843.979,478.181
333.584,Industrial,Cali,64,535.233,74.323
855.772,Comercial,Barranquilla,87,1130.516,174.015
2898.152,Remodelacion,Barranquilla,425,3098.823,698.445
1536.335,Remodelacion,Cali,162,1574.265,355.264
3110.323,Remodelacion,Rural,158,2853.075,581.404
864.938,Residencial,Barranquilla,349,1061.067,170.393
188.578,Comercial,Cali,218,276.752,41.128
3556.013,Industrial,Medellin,362,6598.908,1070.032
443.076,Industrial,Barranquilla,329,833.12,109.078
1637.991,Remodelacion,Rural,366,1620.426,400.878
1893.429,Remodelacion,Rural,259,1938.535,390.321
608.846,Residencial,Cali,128,729.092,117.421
3027.193,Remodelacion,Cali,374,3348.22,690.905
1571.301,Residencial,Cali,28,1586.367,294.345
1452.717,Industrial,Bogota,204,2598.763,396.214
2420.155,Comercial,Bogota,321,4593.514,588.198
3409.326,Comercial,Barranquilla,479,5926.55,776.947
1273.184,Remodelacion,Rural,456,1454.032,329.449
3207.881,Industrial,Medellin,349,5929.99,849.237
1296.867,Comercial,Barranquilla,420,2033.339,290.909
790.46,Industrial,Barranquilla,62,1204.151,178.375
3071.583,Residencial,Rural,26,3171.74,437.356
1483.59,Comercial,Cali,134,2182.665,287.661
604.071,Comercial,Barranquilla,91,833.462,120.086
654.537,Remodelacion,Rural,365,648.874,148.467
2975.643,Remodelacion,Medellin,167,3208.681,738.092
2584.318,Residencial,Medellin,140,2914.627,522.412
3932.713,Remodelacion,Barranquilla,154,3694.992,935.683
3426.021,Residencial,Barranquilla,192,4117.949,665.345
3130.51,Residencial,Bogota,28,3928.971,622.984
2574.944,Residencial,Barranquilla,237,2958.955,530.537
3391.882,Residencial,Cali,285,4317.295,670.177
428.821,Remodelacion,Medellin,388,476.329,118.601
3855.585,Remodelacion,Cali,452,4793.777,950.41
3071.941,Comercial,Medellin,228,4853.015,711.248
2857.788,Industrial,Medellin,241,5163.525,697.094
246.86,Industrial,Cali,376,451.959,64.042
1620.31,Comercial,Cali,139,2232.817,348.593
2131.457,Remodelacion,Rural,171,1793.583,398.002
897.927,Industrial,Bogota,248,1757.833,271.135
2750.174,Comercial,Cali,390,4838.765,693.115
847.258,Industrial,Medellin,46,1375.772,204.534
1220.726,Residencial,Cali,123,1389.899,226.491
3214.714,Industrial,Bogota,207,6343.804,888.74
3636.997,Comercial,Cali,116,4926.798,783.105
223.265,Industrial,Rural,299,336.745,48.162
3211.58,Industrial,Cali,242,5093.56,834.26
2359.854,Comercial,Medellin,113,3184.16,521.385
2625.925,Remodelacion,Bogota,251,3121.817,637.266
3275.841,Comercial,Cali,454,5998.112,774.635
1656.53,Remodelacion,Medellin,175,1576.561,361.684
3425.844,Industrial,Bogota,189,6184.789,1009.108
852.029,Comercial,Cali,217,1345.248,177.345
1346.349,Industrial,Medellin,344,2558.343,354.362
3047.666,Industrial,Rural,298,5145.302,767.255
2337.91,Remodelacion,Barranquilla,447,2492.432,539.278
1249.641,Residencial,Cali,37,1301.754,208.449
3079.232,Comercial,Cali,119,4201.954,597.64
2999.902,Comercial,Cali,28,4050.42,530.861
553.607,Industrial,Cali,57,849.414,124.638
1354.055,Residencial,Rural,150,1489.669,230.793
1022.489,Comercial,Medellin,200,1482.441,224.356
3961.318,Comercial,Medellin,25,5824.478,738.558
2832.15,Industrial,Medellin,241,5306.74,725.704
1461.531,Industrial,Medellin,251,2730.111,374.084
2485.209,Residencial,Barranquilla,478,3511.749,489.221
1782.271,Comercial,Cali,479,3341.663,386.797
572.62,Comercial,Medellin,424,931.068,134.058
3357.445,Residencial,Barranquilla,98,3591.039,533.517
894.601,Remodelacion,Medellin,248,1032.319,204.651
1326.875,Industrial,Cali,420,2622.094,395.043
3622.182,Remodelacion,Cali,137,3555.802,786.911
3097.392,Industrial,Cali,125,4791.832,731.22
585.159,Comercial,Cali,444,1028.52,143.126
2437.846,Comercial,Rural,312,3698.849,527.043
2841.019,Remodelacion,Cali,145,2848.296,590.855
2171.77,Comercial,Cali,188,3446.047,407.391
2936.724,Industrial,Cali,163,4695.91,731.772
1842.196,Remodelacion,Cali,428,2077.695,465.62
2769.902,Comercial,Bogota,388,4893.701,679.349
219.238,Comercial,Medellin,357,374.298,52.8
3579.778,Comercial,Bogota,184,5999.433,748.555
3697.908,Remodelacion,Cali,250,3661.612,791.106
562.816,Comercial,Bogota,103,824.04,129.849
1422.973,Remodelacion,Cali,73,1341.151,286.767
594.34,Industrial,Bogota,135,1019.093,162.366
3293.164,Remodelacion,Bogota,442,4179.783,1011.853
2551.781,Residencial,Medellin,214,3413.427,514.086
3763.412,Residencial,Medellin,478,5598.397,932.98
1138.995,Remodelacion,Bogota,213,1259.074,301.3
189.549,Remodelacion,Rural,371,184.836,46.912
356.667,Industrial,Cali,387,681.795,90.835
230.24,Residencial,Rural,89,234.409,34.25
1997.998,Remodelacion,Rural,21,1552.422,365.84
253.482,Residencial,Bogota,33,320.968,47.77
2478.639,Comercial,Barranquilla,160,3735.725,508.81
3932.737,Remodelacion,Rural,178,3488.606,772.661
570.544,Residencial,Cali,29,648.979,96.941
409.654,Residencial,Medellin,23,480.292,72.066
3502.033,Residencial,Barranquilla,260,4377.421,614.012
3529.478,Residencial,Barranquilla,477,4580.896,721.287
2335.786,Industrial,Medellin,128,3649.455,593.603
825.019,Residencial,Cali,278,1088.843,147.632
3535.81,Residencial,Bogota,303,5290.761,835.91
592.503,Industrial,Cali,91,908.608,146.486
175.754,Comercial,Bogota,392,321.535,42.855
2388.936,Residencial,Rural,127,2451.925,372.943
511.866,Remodelacion,Rural,313,530.771,119.015
3488.026,Comercial,Bogota,282,6158.055,868.683
3499.995,Comercial,Bogota,412,6879.661,912.987
3211.005,Comercial,Medellin,245,4850.043,740.795
2084.44,Comercial,Barranquilla,156,3175.068,434.126
321.239,Industrial,Cali,477,626.745,83.383
3542.109,Industrial,Barranquilla,342,6076.899,851.189
2709.651,Comercial,Rural,243,4039.927,495.846
725.645,Industrial,Medellin,197,1238.105,167.2
3564.801,Industrial,Barranquilla,137,5250.541,817.307
393.062,Industrial,Medellin,223,688.848,111.674
361.263,Remodelacion,Barranquilla,37,345.627,71.089
3110.362,Residencial,Bogota,109,4049.812,647.747
3541.529,Residencial,Cali,243,4060.985,648.879
1769.46,Industrial,Medellin,285,3016.19,507.913
1705.569,Industrial,Medellin,193,2986.042,452.365
3104.047,Residencial,Rural,402,3736.622,543.441
1747.59,Residencial,Barranquilla,451,2398.574,356.777
3508.186,Industrial,Rural,442,6011.266,820.155
3873.271,Industrial,Cali,73,5464.425,942.091
3102.313,Industrial,Barranquilla,434,5911.984,817.744
3885.406,Comercial,Cali,217,5759.731,830.23
3093.107,Residencial,Barranquilla,201,3350.304,630.355
1848.708,Industrial,Bogota,426,4007.051,555.139
235.926,Industrial,Medellin,153,390.002,52.92
1053.706,Industrial,Medellin,90,1575.822,273.102
1153.29,Industrial,Cali,218,2085.431,270.15
3372.774,Comercial,Medellin,126,4683.69,674.079
1864.387,Industrial,Cali,234,3248.726,467.866
2962.284,Remodelacion,Rural,188,2865.669,563.557
347.613,Industrial,Rural,243,514.214,84.18
1456.471,Industrial,Rural,356,2279.339,357.104
1886.166,Residencial,Cali,416,2358.158,379.852
563.88,Remodelacion,Medellin,453,721.146,161.709
1837.189,Remodelacion,Rural,351,1829.99,385.473
406.717,Remodelacion,Barranquilla,205,394.744,86.946
928.843,Comercial,Medellin,255,1570.799,208.116
1318.406,Industrial,Cali,32,1806.432,302.302
3888.416,Remodelacion,Rural,272,3589.792,760.166
3054.099,Residencial,Rural,89,2853.989,484.285
3062.144,Industrial,Medellin,399,6080.178,815.538
3383.12,Residencial,Barranquilla,134,3863.498,627.715
3933.032,Industrial,Rural,399,6849.594,901.866
1532.564,Comercial,Barranquilla,188,2304.287,313.228
1310.831,Industrial,Barranquilla,317,2348.073,317.601
1748.88,Residencial,Medellin,428,2564.519,366.256
1322.536,Comercial,Bogota,140,1985.192,320.198
3842.549,Industrial,Medellin,94,6264.93,945.459
374.873,Remodelacion,Cali,367,436.519,94.881
2388.509,Comercial,Rural,326,3498.626,446.091
2077.888,Residencial,Cali,229,2641.873,404.475
1458.369,Residencial,Rural,347,1728.709,251.817
55.025,Residencial,Medellin,412,75.756,10.928
1213.461,Residencial,Rural,52,1207.37,200.663
2807.391,Industrial,Medellin,352,5138.125,754.233
1395.228,Industrial,Rural,20,1956.412,310.046
2084.499,Industrial,Rural,332,3595.97,499.627
2971.454,Comercial,Cali,202,4596.752,638.804
1459.291,Industrial,Rural,418,2467.869,355.774
480.138,Comercial,Barranquilla,348,795.765,98.365
1063.489,Industrial,Barranquilla,259,1761.889,283.092
529.592,Residencial,Medellin,138,611.821,108.628
504.85,Industrial,Medellin,253,876.704,124.471
1096.309,Comercial,Rural,316,1560.976,224.21
1463.211,Comercial,Medellin,320,2577.79,323.842
1423.134,Remodelacion,Barranquilla,372,1541.615,323.874
2701.446,Residencial,Bogota,294,3622.22,623.815
1175.383,Residencial,Cali,61,1326.228,215.826
3944.002,Industrial,Bogota,226,7312.706,1078.641
871.359,Industrial,Medellin,132,1363.225,231.149
2232.121,Comercial,Bogota,51,3542.76,475.017
647.282,Comercial,Bogota,107,1055.432,130.349
761.115,Industrial,Bogota,103,1285.537,186.762
626.418,Comercial,Barranquilla,266,975.737,126.856
772.66,Remodelacion,Medellin,154,794.427,188.486
3583.644,Comercial,Bogota,71,5015.816,812.579
2533.94,Residencial,Bogota,420,4052.184,582.166
2227.476,Remodelacion,Barranquilla,23,1889.064,472.629
1721.726,Residencial,Medellin,24,1768.84,329.505
681.814,Residencial,Rural,401,884.151,117.971
745.36,Remodelacion,Barranquilla,200,714.369,162.984
225.385,Residencial,Barranquilla,125,252.514,37.209
313.684,Comercial,Medellin,172,512.259,71.734
2086.103,Residencial,Barranquilla,286,2712.944,407.833
2208.861,Remodelacion,Medellin,98,2325.677,444.956
3975.966,Remodelacion,Medellin,105,4044.418,813.022
2421.021,Residencial,Cali,185,3059.705,426.672
610.917,Residencial,Cali,74,715.882,114.464
2233.876,Remodelacion,Bogota,450,2799.142,663.947
1496.183,Industrial,Rural,142,2312.812,319.675
332.135,Remodelacion,Bogota,298,377.109,92.347
3205.748,Remodelacion,Cali,140,3232.336,749.718
1505.43,Residencial,Medellin,223,1864.918,309.896
240.681,Comercial,Rural,257,344.604,43.609
3955.708,Residencial,Cali,312,5286.896,730.011
344.936,Comercial,Medellin,61,469.227,63.126
324.017,Industrial,Rural,352,523.729,71.89
955.463,Comercial,Bogota,117,1503.573,195.479
1943.322,Remodelacion,Bogota,169,2031.809,471.734
1866.235,Industrial,Medellin,21,2918.005,402.179
1086.929,Residencial,Bogota,246,1395.143,228.381
2054.659,Comercial,Rural,83,2530.982,394.556
2852.861,Comercial,Bogota,430,5174.707,713.753
109.455,Remodelacion,Cali,172,102.637,26.403
3707.825,Remodelacion,Bogota,433,4843.239,1097.83
3295.815,Residencial,Rural,380,3954.438,583.073
3959.316,Industrial,Bogota,343,8192.495,1111.784
1156.642,Comercial,Cali,144,1688.408,251.472
1251.824,Industrial,Medellin,450,2694.727,388.557
2740.323,Remodelacion,Bogota,99,2898.697,640.877
1128.326,Industrial,Barranquilla,87,1661.159,245.182
3897.54,Remodelacion,Rural,458,4445.967,931.451
883.813,Comercial,Bogota,116,1276.394,206.204
1376.29,Industrial,Bogota,127,2452.088,327.783
1815.956,Remodelacion,Bogota,57,1729.506,422.337
613.806,Remodelacion,Bogota,332,733.783,151.803
2544.781,Residencial,Bogota,137,3108.354,533.35
103.542,Comercial,Barranquilla,356,171.459,23.733
3064.948,Comercial,Rural,110,4135.391,599.668
1180.24,Residencial,Bogota,292,1692.346,255.876
881.197,Remodelacion,Rural,178,841.531,165.637
1508.928,Industrial,Rural,473,2718.119,422.251
3153.119,Residencial,Medellin,228,3779.924,596.338
1591.897,Industrial,Bogota,212,2864.576,447.264
2570.852,Remodelacion,Rural,140,2243.952,504.04
313.93,Residencial,Cali,294,366.054,61.284
3446.758,Industrial,Cali,287,5912.113,833.219
3139.677,Remodelacion,Rural,467,3332.911,784.398
2225.354,Remodelacion,Rural,379,2173.507,555.906
1085.681,Remodelacion,Cali,110,1069.155,251.248
438.649,Residencial,Bogota,250,634.004,95.012
1919.807,Residencial,Bogota,459,2975.549,462.985
2781.258,Remodelacion,Medellin,469,3481.851,758.71
2947.383,Industrial,Cali,127,4837.034,704.077
2251.826,Comercial,Rural,230,3029.034,413.162
3314.939,Industrial,Rural,335,5446.155,760.314
217.347,Comercial,Rural,184,291.873,38.683
2842.599,Industrial,Medellin,150,4445.971,690.586
2509.666,Comercial,Bogota,37,3680.555,477.438
1311.695,Remodelacion,Cali,289,1497.648,320.427
2786.588,Residencial,Rural,386,3176.166,576.694
2320.167,Residencial,Medellin,69,2810.571,410.676
2708.401,Comercial,Bogota,165,4369.524,564.061
1287.368,Comercial,Bogota,228,2266.475,273.425
367.63,Remodelacion,Medellin,447,435.556,100.667
3397.407,Comercial,Medellin,129,5141.078,702.83
1464.341,Remodelacion,Cali,163,1493.05,298.664
259.704,Industrial,Medellin,392,491.686,67.292
3474.136,Residencial,Medellin,153,4008.48,687.247
1732.303,Residencial,Bogota,395,2641.304,388.5
2922.229,Industrial,Barranquilla,351,5017.913,759.172
75.371,Comercial,Barranquilla,338,128.011,16.935
2582.659,Residencial,Cali,73,2779.643,437.949
2753.296,Comercial,Cali,73,3501.881,518.216
1093.871,Industrial,Bogota,331,2285.141,314.255
1192.769,Industrial,Bogota,79,2055.664,276.292
1781.55,Comercial,Medellin,428,3290.868,470.452
1521.865,Residencial,Bogota,355,2245.739,329.382
417.962,Comercial,Rural,420,607.206,88.013
3659.679,Industrial,Cali,150,5855.346,911.001
1139.523,Comercial,Barranquilla,151,1583.953,222.498
1683.509,Industrial,Cali,254,2977.12,389.104
262.394,Remodelacion,Cali,249,283.722,65.939
1265.228,Industrial,Rural,446,2247.079,322.606
2344.089,Comercial,Cali,369,3675.427,583.543
1916.177,Residencial,Rural,276,2217.049,342.761
1218.213,Residencial,Barranquilla,312,1474.359,222.543
3377.317,Industrial,Barranquilla,379,6435.656,865.338
3858.382,Comercial,Rural,341,6129.232,856.522
3170.533,Comercial,Barranquilla,80,4412.963,662.697
41.51,Industrial,Medellin,227,67.507,10.804
741.47,Industrial,Bogota,24,1155.902,187.773
480.386,Industrial,Medellin,376,860.084,147.869
3443.317,Remodelacion,Barranquilla,56,3251.227,748.728
423.42,Remodelacion,Bogota,464,574.539,115.849
2854.324,Residencial,Medellin,385,4014.607,637.568
3358.971,Comercial,Cali,74,4673.316,626.599
601.927,Remodelacion,Medellin,121,608.606,130.341
2785.875,Residencial,Medellin,370,3665.223,646.998
1506.619,Remodelacion,Rural,248,1398.525,305.349
1361.147,Residencial,Barranquilla,449,1774.398,260.428
1095.305,Comercial,Bogota,279,2020.284,273.243
1775.438,Industrial,Bogota,155,3396.118,503.14
2348.935,Remodelacion,Bogota,427,2887.461,696.803
3956.742,Remodelacion,Rural,241,3699.685,874.806
3190.553,Comercial,Bogota,155,5325.916,700.855
2329.944,Residencial,Barranquilla,104,2738.131,390.808
1056.509,Residencial,Bogota,284,1420.188,232.78
2830.387,Residencial,Rural,30,2928.105,441.524
308.131,Comercial,Rural,472,524.046,65.334
584.182,Remodelacion,Rural,171,552.132,121.553
2629.323,Residencial,Rural,390,3304.159,524.743
758.921,Comercial,Rural,443,1210.63,151.959
2699.602,Comercial,Barranquilla,187,4074.334,530.702
2901.127,Remodelacion,Cali,278,2938.859,664.535
1830.008,Industrial,Medellin,161,2860.406,427.127
1528.116,Remodelacion,Medellin,242,1756.117,345.082
2313.717,Remodelacion,Medellin,140,2463.34,529.109
2221.053,Residencial,Rural,385,2609.114,425.632
2907.401,Remodelacion,Bogota,270,3448.294,833.438
698.559,Residencial,Rural,305,789.296,118.064
1860.656,Remodelacion,Medellin,368,2172.218,498.588
3143.881,Residencial,Cali,225,3970.345,648.843
3952.877,Comercial,Rural,441,5689.592,779.345
2071.928,Industrial,Medellin,358,3986.185,548.865
659.827,Remodelacion,Medellin,187,666.388,164.687
1065.744,Remodelacion,Cali,129,1078.573,254.242
657.975,Remodelacion,Barranquilla,75,553.982,126.205
184.161,Comercial,Rural,80,233.278,30.403
278.007,Comercial,Bogota,407,483.436,74.079
3354.351,Industrial,Medellin,59,5370.011,824.243
1542.156,Comercial,Rural,325,2143.113,334.466
1355.799,Industrial,Barranquilla,465,2685.661,353.626
1908.953,Comercial,Barranquilla,94,2679.32,352.779
1156.319,Residencial,Medellin,99,1295.024,195.939
2999.484,Comercial,Rural,410,4532.718,582.34
2702.572,Residencial,Bogota,430,4219.24,648.75
1024.047,Comercial,Bogota,89,1640.41,234.999
1966.668,Residencial,Cali,417,2599.031,434.561
228.941,Industrial,Bogota,474,517.352,72.73
1765.483,Residencial,Bogota,392,2771.888,430.397
3959.036,Comercial,Medellin,288,6234.559,931.02
126.614,Industrial,Barranquilla,45,198.91,26.968
877.694,Residencial,Medellin,235,1140.054,165.686
2293.94,Remodelacion,Bogota,80,2484.225,562.471
224.372,Industrial,Medellin,305,410.259,61.061
1917.282,Comercial,Cali,169,2642.139,377.813
1859.797,Remodelacion,Barranquilla,391,2175.346,484.262
287.395,Remodelacion,Barranquilla,344,324.029,71.465
1408.097,Remodelacion,Cali,436,1564.439,327.543
2886.915,Remodelacion,Barranquilla,305,3065.561,695.31
1700.509,Comercial,Bogota,73,2605.321,362.132
3469.681,Remodelacion,Rural,440,3392.364,860.869
1685.392,Remodelacion,Bogota,139,1685.521,434.225
3847.837,Comercial,Rural,293,5325.562,767.333
93.069,Industrial,Medellin,215,165.056,23.031
2532.611,Remodelacion,Medellin,104,2452.312,558.847
2672.833,Remodelacion,Cali,154,2764.689,637.457
2819.627,Comercial,Rural,359,4199.412,580.391
3961.973,Comercial,Barranquilla,423,6745.842,852.308
2809.429,Remodelacion,Bogota,312,3144.499,675.856
1111.68,Comercial,Medellin,326,1786.13,239.986
1677.185,Residencial,Medellin,298,2230.062,321.017
1600.789,Industrial,Cali,31,2532.132,381.677
2125.573,Comercial,Bogota,352,3783.464,492.617
2057.654,Remodelacion,Bogota,100,2149.655,494.434
1258.968,Residencial,Rural,204,1265.269,213.647
2425,Residencial,Bogota,384,3453.153,531.68
431.871,Comercial,Rural,329,631.594,96.589
2761.563,Industrial,Rural,152,3816.872,643.625
3725.333,Industrial,Bogota,83,6004.837,954.337
3959.036,Residencial,Barranquilla,394,5005.533,823.899
1127.227,Remodelacion,Barranquilla,69,1012.721,249.716
2776.224,Industrial,Rural,399,4838.439,629.681
1144.388,Remodelacion,Medellin,106,1127.985,271.846
2532.245,Residencial,Rural,29,2443.583,394.545
1577.978,Comercial,Rural,304,2390.916,290.937
2053.673,Comercial,Bogota,158,3231.115,460.806
1392.643,Industrial,Medellin,54,2220.889,319.015
3488.308,Residencial,Rural,461,4657.708,664.705
1069.73,Remodelacion,Barranquilla,451,1164.427,258.991
2592.396,Comercial,Cali,100,3737.294,556.794
3920.66,Residencial,Rural,419,4695.999,734.876
3832.682,Remodelacion,Cali,379,4543.836,1034.322
2244.881,Industrial,Cali,271,3681.929,558.209
2209.698,Comercial,Barranquilla,276,3295.907,423.153
1364.353,Industrial,Bogota,394,2884.718,381.302
3855.029,Residencial,Rural,155,3803.522,653.213
1777.549,Residencial,Barranquilla,289,2012.953,372.346
3517.949,Comercial,Rural,406,5286.071,764.055
3415.063,Residencial,Bogota,94,4275.972,644.757
1428.625,Comercial,Barranquilla,449,2418.642,347.804
978.41,Residencial,Medellin,157,1235.063,194.497
225.287,Comercial,Cali,433,359.372,49.172
2299.501,Remodelacion,Cali,354,2620.155,609.374
218.42,Comercial,Bogota,236,394.049,51.868
168.892,Remodelacion,Cali,282,192.095,41.474
3242.562,Industrial,Cali,42,4744.832,780.872
2233.751,Industrial,Barranquilla,146,3687.621,483.11
